text,Label,a1,a2
"https://t.co/1xDSCAtgIb
Why still our PM is silent. There must be a inside game which is played by the all leader and pharma industry. People are not dying from Corona but they are dying because of the treatment of Corona. There is no any research for proof @PMOIndia @ndtvindia",UNINFORMATIVE,,
So sorry. RIP Brother. Please take care of the family. https://t.co/PnvBkSv3zf,UNINFORMATIVE,,
"People travelling back to the UK from Spain will again have to quarantine themselves upon arrival after a spike in new coronavirus cases in the country.

Do you know anyone affected by this? Does it affect you? Get in touch at pamandian@itv.com or message our Facebook account. https://t.co/Ojpzoioa4g",INFORMATIVE,,
"25m Iranians have been infected with COVID-19, Rouhani said. Like every other country, they claimed they were doing pretty well, at first. However, it is not about doing well, it is how you manage the crisis!

Via @TheEconomist

#Iran #Russia #Politics 

https://t.co/rZF7eGftIf",INFORMATIVE,,
"Latest blog post from week 18 of the pandemic, featuring my finished Sinister Catdigan/Oran do Chaora cardi! #knittersoftwitter https://t.co/wkcdTKkp7V",UNINFORMATIVE,,
"#GestapoTrump thugs pepper spraying a nurse in scrubs at the Seattle protests is cowardly and grotesque.

These are our essential, front-line workers against COVID-19.

WHAT. THE. FUCK. https://t.co/r4IcLn9VDR",INFORMATIVE,,
My request is to you to please cancel compartemt exam of class 10th students and pass them on basis of there best 3 and grace marks as we all know covid cases are rising and it can be very dangerous for students?????? #CBSE   #RameshPokhriyalNishank #AmitShah #SubramanianSwamy,UNINFORMATIVE,,
"@senatemajldr @SenToomey @SenBobCasey this is your daily reminded that the people you serve. NEED HELP. 

WE NEED. The 600, we NEED to erase student debt. We NEED to make sure EVERYONE can stay safe, pay their bills and be able to survive the economic nightmare that is #COVID19",INFORMATIVE,,
Govt of India is still claiming that there's no community transmission. Only Mahesh Babu can save us from this pandemic. #MaheshBabu #MaheshBabuBdayCDP https://t.co/qgMzB1uzAj,UNINFORMATIVE,,
"In this pandemic people are facing financial issues and our education system is hiking the fees unfortunately we are living in this environment ????
#BoycottFeesSAU",INFORMATIVE,,
Coronavirus prompts Americans to reassess the need to reside near hot job markets.,INFORMATIVE,,
It will take far longer than that to recover from you. https://t.co/iLuvqvQ7Mt,UNINFORMATIVE,,
I do not have a Covid yet just prepare to go in Thailand for holiday.I do not go Scotland yet because I want to go home .,UNINFORMATIVE,,
"When it comes to tax cuts for the wealthy, he’ll work overtime. When it comes to bailing out the American people in the middle of a pandemic, he doesn’t work at all. Sending the Senate on recess, not negotiating, going home on weekends.",UNINFORMATIVE,,
"Trump: Democrats Want to Use Coronavirus Aid Bill to Steal the Election ??

They want no signature verification on ballots in all states.. &amp; more stupid BS

#KAG2020 https://t.co/BUapHPM5nn",INFORMATIVE,,
Covid belly. I’m loving it. https://t.co/3J0ILCUISQ,UNINFORMATIVE,,
"The importance of not-for-profit agencies is a huge cost of Covid19. We must think about these long term support structures for our community - charities &amp; NFP. I sit on 4 such boards - it’s tough going, dealing with important work with limited funds(sport, Uni, medical research) https://t.co/x8R8KBmIDJ",INFORMATIVE,,
"1. Here’s a thread on what’s happening in Aussie politics right now &amp; why ppl like us are so angry.

Scott Morrison abdicated his leadership to states back in March 2020, becos his decisions around #COVID19 were so poor Premiers had to take control of states. Everyone saw this.",INFORMATIVE,,
"WTH! The only way this crap ends is to put the DemonRats down Nov. 3, 2020. Pure freaking EVIL. VOTE RED!
Repeat Criminal Released From Jail Due to Covid-19 Concerns Murders Maryland Man - Victim's 16-Year-Old Daughter Witnessed Attack! https://t.co/02p2zJLLAo via @gatewaypundit",INFORMATIVE,,
"Just a reminder to #insiders.
There is no national paid pandemic leave anywhere but Victoria.
Morrison wants the rest of us in a disaster situation before he'll stop those 'mystery cases"" spreading the virus in the workplace.
#Covid19aus #auspol",INFORMATIVE,,
"Imagine the airport of the future: enhanced self-check-in, no lines at security. How the pandemic may actually fix airplane travel for the long term, writes @bpnomad for @BW in ?News+: https://t.co/8KxiLX8jON https://t.co/zbhVbfSLo9",INFORMATIVE,,
"I have admitted multiple elders to hospital in the past few months with admission diagnosis of “starvation.” 

All as an apparent result of social isolation due to Covid measures. 

We have failed them. The inhumanity is incalculable.",UNINFORMATIVE,,
"""There are now 53 studies that show positive results of hydroxychloroquine in COVID infections.""

https://t.co/sjx0Uo0jEk",INFORMATIVE,,
Shocked and saddened to hear about the passing of my friend and brother Senator Buruji Kashamu as a result of Covid 19. May the Lord honor and reward him with a place in heaven &amp; may He forgive him of all his sins. RIP my old friend. You fought a good fight &amp; we shall miss you. https://t.co/L8V829nCwL,INFORMATIVE,,
"More than half a year after @realDonaldTrump was mocked for blocking travel from China and saving lives, my opponent brags that the Democratic house took “swift” action. 

This would be funny if it wasn’t so out of touch and dangerous. 
#Trump2020 https://t.co/P973D6Tjo8",UNINFORMATIVE,,
"Odd how a hundred or so Brits dying every day from Covid barely registers, but a couple of dozen migrants (including children), arriving in Kent is somehow treated as a massive threat to the security and future of the nation.",INFORMATIVE,,
"US COVID-19 timeline per million 

1 million cases - April 28
2 million cases - June 10
3 million cases - July 7
4 million cases - July 23 
5 million cases - August 8",INFORMATIVE,,
My mum is 57 and has no health issues. She’s never had a flu jab before and she’s just received a message from the doctors saying they’ve ordered it in for her and they’ll let her know when it’s available #coronavirus #Plandemic,INFORMATIVE,,
"@not_that_donald @ewarren Warren had a COVID-19 plan back in Jan, 2020, January, imagine if we had the win and foresight to follow that plan! So many of the 160,000 people would still be alive today!!!
#WarrenForVP",INFORMATIVE,,
Tax the billionaires' pandemic profits and pay for everyone's health care.,UNINFORMATIVE,,
"I realize there is a lot to talk about in 2020 - COVID, the economy, health care, racial justice/equity, climate - but what Trump is doing right now is so outrageous, venal, dangerous that we must turn it into a major issue this fall.  We cannot look the other way any longer.",UNINFORMATIVE,,
"Kids: Can I get coronavirus?

Government: “May” I get coronavirus?",UNINFORMATIVE,,
"I have admitted multiple elders to hospital in the past few months with admission diagnosis of “starvation.” 

All as an apparent result of social isolation due to Covid measures. 

We have failed them. The inhumanity is incalculable.",UNINFORMATIVE,,
"This is the clearest example yet of Trump and his puppet Postmaster General's attempts to sabotage the USPS before November's election.

This kind of behavior is why we're demanding an investigation into Trump’s USPS—the Inspector General should add this to their list. https://t.co/2aXcLeZsF9",INFORMATIVE,,
A win for the Speaker is a win for the American people. #TrumpsCovidCoverup https://t.co/qkg0MH5znQ,UNINFORMATIVE,,
Communicating with patients who lipread whilst wearing a mask..  I hope you find this useful! ?????? #Communication #Inclusion #PatientCare #Paramedic @Google #LiveTranscribeApp #COVID19 #TeamSECAmb https://t.co/DC6Ima2Ktw,INFORMATIVE,,
"Depending on the details, this conversation between Sheldon Adelson &amp; @realDonaldTrump may be criminal. If a donor calls an elected official to get specific legislation and the elected official asks for money in return, that’s called bribery.

cc:
@FBI https://t.co/givqYsnbWU",UNINFORMATIVE,,
"Jadon Sancho surely cannot travel from Germany to England, visit a house party seemingly full of people &amp; then travel back to go on pre-season when people at the party could've carried COVID-19...

Right?",UNINFORMATIVE,,
"If you didn't party with the #BBNaija Lockdown geng tonight, then you just can't sit with us ??

Thank you @Dj_consequence, you killed it!
Gold Sponsor: @GuinnessNGR 
#BBLiveBlog
https://t.co/HWGJ4vB4qB https://t.co/JS2KnpaYzy",UNINFORMATIVE,,
BREAKING: The president isn’t a king. https://t.co/xgthr1EE7l,UNINFORMATIVE,,
Josh Frydenberg joins the jackals &amp; other scavengers circling Premier of #Victoria undermining trust in his Govt public health response to #Covid_19 - it’s dangerous &amp; contemptible- increasing risk of non-compliance. https://t.co/2HAwa2fbWN,INFORMATIVE,,
"During a pandemic that has killed more than 150,000 Americans the only major health care policy the Trump administration has pursued is to repeal the Affordable Care Act. 

Let that sink in.",INFORMATIVE,,
"NYC Democrat Councilman Paul Vallone just credited Hydroxychloroquine for his recovery from COVID-19.

Why isn’t this being talked about?

It works!",INFORMATIVE,,
"More incredible numbers for #Arizona.
#COVID hospital patients:
7/13 - 3517
8/7 - 1659
COVID ICU patients
7/13 - 970
8/7 - 539
Farr’s Law.  It’s not masks. https://t.co/rVn7irMR2i",INFORMATIVE,,
"Don’t let the occupant of the White House distract you.

He just unilaterally cut Social Security and your unemployment benefits. In the middle of a pandemic.",UNINFORMATIVE,,
BREAKING: The president isn’t a king. https://t.co/xgthr1EE7l,UNINFORMATIVE,,
The Kingdom of Corona https://t.co/qegXM1UB9D,UNINFORMATIVE,,
"@funder Trump is hiding Covid numbers to help his re-election. Trump is a liar and coward.
#TrumpsCovidCoverup #TrumpsCovidCoverup
#TrumpsCovidCoverup #TrumpsCovidCoverup
#TrumpsCovidCoverup #TrumpsCovidCoverup
#TrumpsCovidCoverup #TrumpsCovidCoverup",INFORMATIVE,,
First pandemic shoe purchase. AI &amp; the Beard. Needed these. https://t.co/TQkZ31UA9W,UNINFORMATIVE,,
"@GodHelpus1967 @DVATW Well I have a N95, I agree the ones worn in the shops are fucking ridiculous, but its less exhaust fumes and spit coming from peoples gobs, so less chance of you catching shit from people",INFORMATIVE,,
COVID Corruption: Meat Industry Funnels Money to @GOP to Quash #COVID19 Lawsuits. READ: https://t.co/u49H34reKO #SmartDissent #CoronaVirus #TrumpSwamp #CorruptGOP #CorruptionIsKillingUs https://t.co/m7IXoiLyc1,INFORMATIVE,,
Smft n these lockdowns stopping what again? https://t.co/dhPXi0tqrD,UNINFORMATIVE,,
"France and Germany have quit talks on reforming the World Health Organization in frustration at attempts by the United States to lead the negotiations, •despite its decision to leave the WHO•, three officials told Reuters. https://t.co/0OTOHeTOUl",INFORMATIVE,,
"And threats of another lockdown next month. And Melbourne shut down for 7 deaths all elderly age 70,80,90 what the hell is really going on here? https://t.co/ln8YfZy6xD",INFORMATIVE,,
"He truly is the best President this nation has ever seen.
https://t.co/keE5I8ixLZ",UNINFORMATIVE,,
@TaylorPetras Sooo glad to see the BEAUTIFUL Ms. Petras back! I seriously thought you had Covid because Sara Girard tested positive so figured maybe you were exposed too. Glad everything is good and just some R and R! https://t.co/HkfWSz0CjU,INFORMATIVE,,
"I said on Thursday’s show we’d get a coronavirus spending package &amp; the market would be foolish to think otherwise. And, we did... @RealDonaldTrump just signed executive order to aid economy. Subscribe to #TrishIntel to understand what moves markets. https://t.co/PPuE4er3Cb",INFORMATIVE,,
"Republicans will cancel their convention due to Covid, insist that children must be put at risk at school this fall, and denigrate safe vote by mail in the same day. This — ahem — does not hold up.",INFORMATIVE,,
Why are all these politicians chiming in on cardi and meg? We are still in a pandemic... Where is our second stimmy? Why y’all opening schools? Why y’all in our business?,UNINFORMATIVE,,
"""Democrats vow to sue the President for trying to help people impacted by the Coronavirus."" good luck with that. https://t.co/2nd3HGouWp",UNINFORMATIVE,,
'Impossible to stay quiet': Doctor sounds alarm on messy school reopenings amid the coronavirus pandemic https://t.co/vRqJL8PXBH via @Yahoo,INFORMATIVE,,
"You have to wonder how many people would be alive today but for the the media, Big Tech, and bureaucrats like Fauci politicizing this drug.  Truly outrageous.
https://t.co/j3RqJlSb1F",UNINFORMATIVE,,
NBC News: The total number of reported coronavirus cases in the U.S. has surpassed 5 million.,INFORMATIVE,,
Reminder: Trump is actively trying to overturn Obamacare during a global pandemic. His executive order is meaningless.,UNINFORMATIVE,,
"@MrBOTUS_520 @AwakeSoul1 Agree ...
Phase 1) Judicial branch, Congress, MSM, SocialM, CDC, big Pharma, 
#DeepCleansingREQUIRED NOW,  from top down??

We invite you to join Us in this Co-Creation! ??????

Like, Follow or Reply if you agree!

We Good Humans support efforts of all honest humans in service ??",INFORMATIVE,,
The Ministry of Health reported four COVID-19 recoveries today.,INFORMATIVE,,
Misleading beach photos are harmful misinformation from traditional media. THE ARTICLE IS ABOUT AN *INDOOR* PARTY OF 100+ THAT WAS BUSTED. GUESS WHERE PEOPLE GO IF YOU KICK THEM OFF THESE SAFE BEACHES—WHERE THERE IS NOT A SINGLE KNOWN OUTBREAK. Maddening.??ht @sheena_burgess https://t.co/GOVUMAQqC3,UNINFORMATIVE,,
".@realDonaldTrump signs #ExecutiveOrders on coronavirus relief which includes: payroll tax holiday, protects people from eviction, provides additional $400 per week of expanded unemployment benefits,  suspends student loan payments as @TheDemocrats
stall

https://t.co/TakWytZIom",INFORMATIVE,,
"1. She even testified in court against him
2. They let him out on $25,000 bond for rape, strangulation and abduction 
3. They let him out and he killed his victim
Everyone involved needs to be charged with the womans murder. He was a violent offender and shouldnt have been out. https://t.co/l25UKz6M7m",INFORMATIVE,,
"I really wish Covid wasn't here.

My friends' was THEE fucking wedding.

A shame I had to miss it. ???????",UNINFORMATIVE,,
"Don’t let the occupant of the White House distract you.

He just unilaterally cut Social Security and your unemployment benefits. In the middle of a pandemic.",UNINFORMATIVE,,
"@RealJamesWoods Strip everything out of the bill that is pork, non-COVID,  then they can compromise.",UNINFORMATIVE,,
"This is Trump leading

https://t.co/8hcPMAJPqa",UNINFORMATIVE,,
"Lockdown is teaching us that coming to office on time doesn’t mean anything. Closing late doesn’t either. Living close to the office or not doesn’t matter.

Just do the work. We don’t need all the performance olympics.",UNINFORMATIVE,,
IFP founder Prince Mangosuthu Buthelezi has tested positive for Covid-19 but is asymptomatic. https://t.co/oIU60xG1A1,INFORMATIVE,,
@SSWorks Reducing Payroll Taxes Places Senior Citizens And Pensions In Danger. Bad enough our President Failed Us With His Covid Mismanagement and Not Wearing A Mask Now He Is Going For Our Pensions. Republicans Are Bad For Senior Citizens Vote Them Out.,INFORMATIVE,,
NBC News: The total number of reported coronavirus cases in the U.S. has surpassed 5 million.,INFORMATIVE,,
"Don’t let the occupant of the White House distract you.

He just unilaterally cut Social Security and your unemployment benefits. In the middle of a pandemic.",UNINFORMATIVE,,
"MELISSA MARTINEZ, a kindergarten teacher in San Antonio, Texas, has died of COVID-19. 

“She was passionate about her students, creative beyond measure, and always willing to help anyone in need.""

More via @rebeccalsalinas

https://t.co/WsUdk9B4AT https://t.co/mTPsr4MVeD",INFORMATIVE,,
"Imagine believing that...

Ghislaine Maxwell is a victim.

Jeffrey Epstein killed himself.

George Floyd was a saint.

Dr. Fauci is a hero.

Bill Gates is a doctor.

Greta Thunberg is a scientist.

And masks will solve COVID.

I feel so sorry for those people!

Take the #RedPill!",UNINFORMATIVE,,
"""Bypass congress""????

Leftists are PO'd @realDonaldTrump provides financial RELIEF DIRECTLY to struggling citizens &amp; Pickled @SpeakerPelosi  won't be able to shovel Pork to her cronies to lay on backs of American tax payers?????? https://t.co/hQM4hX4cHX",INFORMATIVE,,
"An Ontario mayor banned kids from playing hockey and has pandemic fines of up to $100,000.

But for weeks he has secretly been using a city arena for him and his friends to play hockey -- at the cost of $1,000/day.

We caught the bastard red-handed: https://t.co/F1HQuZgIoP",INFORMATIVE,,
"Track the Covid contracts
Trace the money

No transparency
No competition
No accountability

It’s not an inquiry we need, but a criminal investigation under police caution https://t.co/YLRP13ZNRS",UNINFORMATIVE,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
